pageid,ns,title
47491846,0,Solar activity and climate
47512577,0,Effects of climate change on agriculture
47512587,0,Effects of climate change on mental health
47520208,0,2015 Caribbean drought
47551734,0,Highest temperature recorded on Earth
47577212,0,National Centers for Environmental Information
47595851,0,San Diego Journal of Climate and Energy Law
47658691,0,Climate change in Argentina
47757903,0,Carbon literacy
47766737,0,Driving the Future
47791361,0,2014–2016 El Niño event
47800243,0,Natural gas in the United States
47880216,0,Effects of cars
47906710,0,Isle of the Dead (Tasmania)
47926105,0,Open Energy Modelling Initiative
47928489,0,Renewable thermal energy
48055206,0,Green parking lot
48312444,0,The Low Carbon Vehicle Partnership
48373264,0,European Year for Development
48404941,0,Migration and Global Environmental Change
48420139,0,Climate Change Denial
48497442,14,Category:Climate change in Brazil
48507161,0,Françoise Gasse
48579721,0,Soil regeneration
48587127,0,Bamboo cultivation
48635968,0,Global Covenant of Mayors for Climate & Energy
48650466,0,Freshwater acidification
48680511,0,Agrivoltaics
48685224,14,Category:Climate change in fiction
48689707,0,Breakthrough Energy
48689859,0,Mission Innovation
48697490,0,Deep Decarbonization Pathways Project
48713142,0,Carbon Engineering
48763114,0,Holoscenes
48804402,14,Category:Existential risk
48808018,0,2016 United Nations Climate Change Conference
48856289,0,Robert Jay Charlson
48857074,0,Niskanen Center
48943512,0,2010s oil glut
48963212,0,Four Corners Methane Hot Spot
49041012,0,Sendai Framework for Disaster Risk Reduction
49046717,0,Climate Refugees
49053046,0,Welsbach seeding
49070718,0,Carbon Neutral Cities Alliance
49084345,0,Drawdown (climate)
49108347,0,ExxonMobil climate change denial
49140738,0,Amundsen-Nobile Climate Change Tower
49165880,0,Wood industry
49213501,0,Climate security
49236353,0,Energy Company Obligation
49237164,0,Rail subsidies
49248398,0,Action/2015
49280323,0,Eunice Newton Foote
49361219,0,The Climate Coalition
49373501,0,Late Antique Little Ice Age
49474274,0,Co-benefits of climate change mitigation
49526714,0,Nembe Creek Trunk Line
49535132,0,Gisagara Thermal Power Station
49536602,0,Gishoma Thermal Power Station
49557688,0,Effects of climate change on small island countries
49609206,0,Central African Forest Initiative
49631145,0,East African Crude Oil Pipeline
49713081,0,Renewable energy in the Philippines
49777598,0,Kaidi Finland
49887485,0,Boaty McBoatface
49958243,0,Nigeria gully erosion crisis
49971901,0,Mary D. Nichols
49980797,0,Coral Triangle Initiative
50000425,0,Global warming in Hawaii
50018085,0,International Center for Biosaline Agriculture
50023234,0,Glastir
50049661,14,Category:Climate change in Malaysia
50090841,0,Climate Change Denial Disorder
50177986,0,Global Ecosystem Dynamics Investigation
50187233,0,Leap Manifesto
50213480,14,Category:ExxonMobil oil spills
50284451,0,List of parties to the Paris Agreement
50287279,14,Category:Climate change novels
50287691,0,Give up LPG subsidy
50311265,0,Ionic liquids in carbon capture
50372895,0,Economists' Statement on Climate Change
50373307,0,Pancheti Koteswaram
50375026,0,Power-to-X
50413384,0,Climate Hustle
50438437,0,Karen Beauchemin
50483695,0,Land surface effects on climate
50571748,0,All India Disaster Mitigation Institute
50646947,0,NOÉ21
50688613,0,Boardman Hill Solar Farm
50717477,0,Robin Bell (scientist)
50764107,0,"Ministry of Environment, Forest and Climate Change (Bangladesh)"
50825780,0,Grupa Azoty
50838470,0,Sharon Robinson (physiologist)
50862185,0,Electricity sector in Israel
50881727,0,Section 1603 grants
50885743,14,Category:Cattle in religion
50922535,0,Xiuhtezcatl Martinez
50941168,0,How to Let Go of the World and Love All the Things Climate Can't Change
50954852,0,Jonathan Patz
50961436,0,Renewable portfolio standard
51002737,0,Jean Grove
51039429,0,"Money Island, New Jersey"
51055207,14,Category:2010 droughts
51055227,14,Category:2011 droughts
51055229,14,Category:2012 droughts
51055230,14,Category:2013 droughts
51055232,14,Category:2014 droughts
51055234,14,Category:2015 droughts
51055235,14,Category:2016 droughts
51075046,0,Green bank
51090730,0,Sustainable Energy Authority of Ireland
51091361,0,Julie Palais
51138196,0,Mark C. Urban
51158778,0,Mercator Research Institute on Global Commons and Climate Change
51235871,0,Elisabeth Isaksson
51308712,0,Effort Sharing Regulation
51409385,0,Apollo's Arrow
51439308,0,Dakota Access Pipeline protests
51443792,0,Barbara J. Finlayson-Pitts
51462421,0,Department of the Environment and Energy
51462957,0,Ian Allison (scientist)
51475713,0,Carbon Tracker
51477367,0,The Climate Mobilization
51497431,0,Sustainable materials management
51539520,0,Environmental issues in the United Arab Emirates
51545446,0,Climate change and Indigenous peoples
51558381,0,Environmental issues in Mongolia
51558491,0,Climate-Alliance Germany
51566007,0,Before the Flood (film)
51579946,0,Emissions Trading Scheme in South Korea
51626512,0,Environmental impact of development in the Sundarbans
51628478,0,German Climate Action Plan 2050
51630163,0,Center for Geospatial Research
51669468,0,350 Bay Area
51685618,0,Montana Environmental Information Center
51714247,0,Common But Differentiated Responsibilities
51729110,0,Rights of nature
51771792,0,P. C. S. Devara
51777459,0,Ende Gelände 2016
51793674,0,Corporate environmental responsibility
51801365,0,Ifeoma Malo
51847293,0,CO2 fertilization effect
51861985,0,Climate change in Turkey
51884992,0,Cirrus cloud thinning
51997514,0,Environmental issues in Kuwait
52058583,0,Energy system
52061817,0,Yoshitaka Ota
52088011,0,Gordon Hamilton (scientist)
52142105,0,The Great Derangement: Climate Change and the Unthinkable
52156276,0,Tidal flooding
52200912,0,Peter Lynch (meteorologist)
52209298,0,The Climate Monologues
52218924,0,APEC Climate Center
52221215,0,Water protectors
52233662,0,Fatima Denton
52246408,10,Template:User climate change
52254104,10,Template:User Paris Agreement
52267852,0,Water in Africa
52276979,0,Climate change in Germany
52306037,0,Global Climate March
52346169,0,Varun Sivaram
52432122,0,Allam power cycle
52453668,0,Llanquihue glaciation
52478608,0,California Senate Bill 32
52525503,0,Under2 Coalition
52613100,0,John Casey (climate change author)
52621515,0,Michael Jacobs (economist)
52634071,0,Nature-based solutions
52662140,0,László Makra
52735151,0,Kalpavriksh
52746429,0,Prashant Goswami
52768889,0,CSIRO Oceans and Atmosphere
52771090,0,Climate change in Thailand
52830644,0,Technological Innovation for Climate Change Mitigation
52841964,0,Green industrial policy
52861729,0,Billy Barr (naturalist)
52907358,0,New York Harbor Storm-Surge Barrier
52912845,0,Air pollution in Germany
52917186,0,Labor and the environment
52924051,0,Renewable energy in South Africa
52926456,0,Arctic resources race
52932951,0,Minister of the Environment and Climate Change (Finland)
52968860,0,Biodiversity loss
52972898,0,Extractivism
53084589,14,Category:Renewable energy in California
53091227,0,2011–2017 California drought
53122475,0,Climate Leadership Council
53163128,0,Space-based measurements of carbon dioxide
53201453,0,Global Warming: What You Need to Know
53231601,0,Anton Eliassen
53273587,0,Carbon rift
53296045,0,Green Zone Community Climate Action
53335135,0,Global terrestrial stilling
53394768,0,Solar Century Holdings Ltd v Secretary of State for Energy and Climate Change
53431942,0,Foreign direct investment and the environment
53467438,0,Amanda Lynch
53528300,0,Environmental footprint of electric cars
53571464,0,Orphaned wells in the United States
53581845,0,Climate Solutions Caucus
53634234,0,Anne Fleur Dekker
53634914,0,Green economy policies in Canada
53641798,0,Albert Sustainable Production Certification
53648498,0,Diesel emissions scandal
53663174,0,Rot op met je milieu
53731691,0,2017 People's Climate March
53739609,0,Donald Wuebbles
53748226,0,Climate Impacts Research Centre
53825654,2,User:Jlevi/Jeremy Lent
53828595,0,Bangladesh Climate Change Trust
53830256,0,Methane emissions
53839669,0,Action for Climate Empowerment
53852106,14,Category:Species endangered by climate change
53878976,0,NextGen America
53893135,0,Elfatih Eltahir
53911039,0,Laboratoire des sciences du climat et de l'environnement
53920302,0,"Centre d'études sur la mondialisation, les conflits, les territoires et les vulnérabilités"
53930053,0,Climate change education
53955019,0,Marine policy of the Barack Obama administration
53961380,0,Petra Nova
53961396,0,Quest Carbon Capture and Storage Project
53961404,0,Gorgon Carbon Dioxide Injection Project
53961848,0,Carbon capture and storage in Mexico
53962913,0,New York 2140
54021513,0,Ghost forest
54058185,0,The Dark Flood Rises
54076293,0,Paludiculture
54077957,0,Kenneth M. Golden
54163972,14,Category:Climate change in Iran
54197701,0,Cape Town water crisis
54199706,0,United States withdrawal from the Paris Agreement
54201665,0,United States Climate Alliance
54203297,0,Mayors National Climate Action Agenda
54239874,0,United Nations Ocean Conference
54258126,0,Wera Hobhouse
54269557,0,Solar energy conversion
54295008,0,Center for Climate and Life
54367071,0,Meat tax
54374960,0,Climate change in Alabama
54374980,0,Climate change in American Samoa
54374981,0,Climate change in Arizona
54374984,0,Climate change in Arkansas
54374990,0,Climate change in Colorado
54374992,0,Climate change in Connecticut
54374994,0,Climate change in Delaware
54374997,0,Climate change in Georgia (U.S. state)
54374998,0,Climate change in Guam
54375038,0,Climate change in Illinois
54375040,0,Climate change in Indiana
54375059,0,Climate change in Kentucky
54375068,0,Climate change in Maine
54375070,0,Climate change in Maryland
54375075,0,Climate change in Minnesota
54375076,0,Climate change in Mississippi
54375083,0,Climate change in Nebraska
54375084,0,Climate change in New Hampshire
54375088,0,Climate change in New Mexico
54375091,0,Climate change in North Dakota
54375096,0,Climate change in Oregon
54375105,0,Climate change in Puerto Rico
54375117,118,Draft:Climate change in the United States Minor Outlying Islands
54375126,0,Climate change in the United States Virgin Islands
54375241,0,Climate change in Rhode Island
54375243,0,Climate change in South Carolina
54375247,0,Climate change in Tennessee
54375248,0,Climate change in Utah
54375251,0,Climate change in Vermont
54375254,0,Climate change in Virginia
54375264,0,Climate change in Wisconsin
54445461,0,American War (novel)
54480550,0,Climate change in France
54497950,0,Floating solar
54508553,0,Woody plant encroachment
54523414,0,The Uninhabitable Earth
54568804,14,Category:Events that forced the climate
54620027,10,Template:Climate-change-stub
54700684,0,Catherine Constantinides
54778952,0,Ministry of Climate Change (Pakistan)
54786152,0,San Diego Climate Action Plan
54823918,0,Gas venting
54885374,0,2017 British Columbia wildfires
54897958,2,User:Copulative/sandbox
54964174,0,Herder–farmer conflicts in Nigeria
54979345,0,Peter Smith (biologist)
55004413,10,Template:User Climate change WP
55023671,0,Billion Tree Tsunami
55058214,0,Giant Sea Wall Jakarta
55109641,0,Andreas Löschel
55145569,0,International Centre for Climate Change and Development
55159786,0,Robert Cahalan
55224234,0,Wildfires in the United States
55227902,0,AFR100
55236197,0,Richard H. Moss
55254540,0,25zero
55311419,0,Cyclone Preparedness Programme
55317344,0,Climate and Development
55331253,0,International Journal of Green Economics
55488308,0,Soil carbon feedback
55503807,0,Phase-out of fossil fuel vehicles
55508344,14,Category:2017 droughts
55527967,0,Geostationary Carbon Cycle Observatory
55574351,0,Climate change in the Caribbean
55582493,0,Citizens for Responsible Energy Solutions
55700453,0,National Energy Guarantee
55752138,0,Mid-24th century BCE climate anomaly
55763499,0,Fire and carbon cycling in boreal forests
55792692,10,Template:Emissions Trading schemes
55794633,0,2017 United Nations Climate Change Conference
55834764,0,Renewable energy in Vietnam
55869832,0,Cooperative Mechanisms under Article 6 of the Paris Agreement
55902950,0,Global Center on Adaptation
55922520,0,Per Espen Stoknes
55940145,0,Climate restoration
55943548,0,Minister for Climate Change (New Zealand)
55965011,0,UK Health Alliance on Climate Change
55978550,0,Cool pavement
55980727,0,Huglin index
55989155,0,Construction 2025
55997248,0,Oasis effect
56064205,0,Global Peatlands Initiative
56263501,0,Juliana v. United States
56269992,0,Environmental gentrification
56272178,0,Carbon budget
56286103,0,Ende Gelände 2017
56314819,0,Jacquelyn Gill
56324501,0,Transient climate response to cumulative carbon emissions
56361882,0,Peter Cox (climatologist)
56371763,0,Mountain Valley Pipeline
56378686,14,Category:2018 droughts
56402540,14,Category:Climate change in South Africa
56434022,0,Inclusive Development Index
56501396,14,Category:Last Glacial Maximum
56528289,0,Groundwater Ambient Monitoring and Assessment Program
56604230,0,Ecoauthoritarianism
56606480,0,Fugitive gas emissions
56640738,0,Philippe Ciais
56663086,0,Climate change in Kuwait
56670201,0,Jessica Hellmann
56672871,0,Climate change in Bhutan
56700109,0,An Inconvenient Sequel (book)
56720263,0,Climate and energy
56818500,0,Ursula Rakova
56851384,0,Elmer Robinson (meteorologist)
56868542,0,Climate change in Asia
56926930,0,Carbon Offsetting and Reduction Scheme for International Aviation
56930931,0,Roger G. Barry
57017915,0,Milikini Failautusi
57257793,0,Carbon farming
57259238,0,Kanchan Amatya
57416770,0,Tessa M. Hill
57470016,0,Effects of global warming on the United Arab Emirates
57531076,0,Talanoa Dialogue
57531202,0,Climate change adaptation strategies on the German coast
57531204,0,Climate change adaptation in Bangladesh
57554825,0,Climate Policy Initiative
57561690,0,Lesley Ann Hughes
57569026,0,1458 mystery eruption
57650034,0,Line 3 pipeline
57677465,0,Climate change in the Philippines
57677483,0,Climate change in Mongolia
57708462,0,Climate change in Greenland
57778009,0,"Minister for Environment, Biodiversity and Land Reform"
57793979,0,Louise Kingham
57813311,0,Claudia Sheinbaum
57824813,0,New England Uplands
57828055,0,2018 British Isles heat wave
57876423,0,Woodhouse Colliery
57934022,0,DeAndrea Salvador
57964131,0,Noelene Nabulivou
57971354,0,Padma Narsey Lal
57996493,0,Brian C. O'Neill
57997955,0,Shemara Wikramanayake
58015731,0,2018 European heat wave
58019317,0,Top contributors to climate change
58025675,0,2018 Washington Initiative 1631
58044764,0,Climate change policy of California
58063153,0,Carbon Brief
58066896,0,Gas in Turkey
58084493,0,CO2 Coalition
58088623,0,Hothouse earth
58089140,0,National Cycle Route 648
58100475,0,Katrin Meissner (scientist)
58112566,0,Mothers of Invention (podcast)
58166337,0,National climate projections
58221986,0,Breakthrough – National Centre for Climate Restoration
58303324,0,Interim Climate Change Committee
58452177,0,Global Climate Action Summit
58461886,0,Climate of Myanmar
58486577,0,Renewable energy in California
58500356,0,Karen Scrivener
58516734,0,Mercedes Bustamante
58562797,0,Climate change litigation
58580570,0,Auroop Ratan Ganguly
58601096,0,Greenhouse gas emissions by Turkey
58607878,0,Carbon Neutrality Coalition
58610020,0,Powering Past Coal Alliance
58625278,0,Climate change in Cambodia
58663682,0,Lavanya Rajamani
58684510,0,Seneca effect
58691342,0,Special Report on Global Warming of 1.5 °C
58697476,0,Hindou Oumarou Ibrahim
58703732,0,Nana Klutse
58710457,0,Ruth Yeoh
58733658,0,Coal in Turkey
58783073,0,CCS and climate change mitigation
58784869,0,Penultimate Glacial Period
58840413,0,Thomas Crowther (ecologist)
58853920,0,Whendee Silver
58854366,0,Dominique Bachelet
58861615,0,Lisa Dilling
58863107,0,Anne M. Thompson
58906217,0,Amy C. Clement
58954626,0,Extinction Rebellion
59013230,0,Direct deep-sea carbon dioxide injection
59028382,0,Alice Larkin
59031826,0,Microbial electrolysis carbon capture
59045310,0,Climate change in South America
59045450,0,Climate change in Suriname
59045459,0,Climate change in Afghanistan
59045474,0,Climate change in Malaysia
59045480,0,Climate change in Myanmar
59045481,0,Climate change in Lebanon
59045485,0,Climate change in Kazakhstan
59045489,0,Climate change in Egypt
59045492,0,Climate change in the United Arab Emirates
59045495,0,Climate change adaptation in Nepal
59045496,0,Climate change in Turkmenistan
59045501,0,Climate change in Uzbekistan
59045509,0,Climate change in Syria
59045515,118,Draft:Climate change in Israel
59045521,0,Climate change in Iraq
59045525,0,Adaptation to climate change in Jordan
59045533,0,Climate change in Laos
59045536,0,Climate change in Oman
59045540,0,Climate change in Saudi Arabia
59045633,0,Climate change in Algeria
59045643,0,Climate change in Ghana
59045651,0,Climate change in Tanzania
59045670,0,Climate change in Somalia
59045680,0,Climate change in Senegal
59045700,0,Climate change in Morocco
59045714,0,Climate change in Madagascar
59045727,0,Climate change in Mozambique
59047648,0,Climate change in Kenya
59094050,0,Climate change in Vietnam
59146390,0,Fourth National Climate Assessment
59165649,0,Pacific Centennial Oscillation
59168336,0,Lake metabolism
59168443,0,2018 United Nations Climate Change Conference
59175708,0,Climate change in Spain
59175776,0,Climate change in Azerbaijan
59175779,0,Climate change in Austria
59175784,0,Climate change in Cyprus
59175808,0,Climate change in Poland
59175816,0,Climate change in Greece
59175819,0,Climate change in Georgia (country)
59175851,0,Climate change in Armenia
59175861,0,Climate change in Italy
59175884,0,Climate change in Yemen
59175886,0,Climate change in Iran
59175891,0,Climate change in Qatar
59175895,0,Climate change in the Maldives
59175900,0,Climate change in Taiwan
59175907,0,Climate change in Bahrain
59175908,0,Climate change in Kyrgyzstan
59179098,0,Carbon capture and utilization
59195982,0,Emily Shuckburgh
59214935,0,Greta Thunberg
59231369,0,Climate change and invasive species
59236313,0,Climate Feedback
59267487,0,Climate change in Indonesia
59301124,0,Peter Kalmus (climate scientist)
59311209,0,Direct air capture
59327919,0,Sunrise Movement
59338634,0,African humid period
59393212,0,Mycorrhizae and climate change
59419585,0,September 2019 climate strikes
59440711,0,Ayman Cherkaoui
59520656,0,Ministry of Environment and Climate Change Strategy (British Columbia)
59526421,0,School Strike for Climate
59527180,0,Denali Commission
59531141,0,ZETES power stations
59539544,0,Carbon pricing in Canada
59552393,0,Climate Law and Governance Initiative
59559323,0,Jay Inslee 2020 presidential campaign
59590911,0,The Tempestry Project
59600258,0,Eubank Landfill Solar Array
59626627,0,European Project on Ocean Acidification
59632468,0,List of active coal-fired power stations in Turkey
59637574,0,Niklas Höhne
59659268,0,Dream.org
59696933,0,Goddard Earth Observing System
59707394,0,Marianne Fay
59716835,0,Disease ecology
59718177,0,Pyrogenic carbon capture and storage
59732627,0,Arlene Fiore
59734114,0,Nicole Hernandez Hammer
59748413,0,The Shift Project
59754118,0,Diana Ürge-Vorsatz
59758432,0,Ceridwen Fraser
59760687,0,Jana E. Compton
59768470,0,Raymond Desjardins
59773218,0,Arctic Mission: The Great Adventure
59786983,0,Ende Gelände 2018
59815769,0,Elisabeth Holland
59816387,0,People's Climate Movement
59836249,0,Syngenetic permafrost growth
59859353,0,Janice Coen
59859424,0,M. Francesca Cotrufo
59860456,0,Susan Joy Hassol
59863763,0,High Ambition Coalition
59866029,0,"Orphan wells in Alberta, Canada"
59884272,0,United States House Select Committee on the Climate Crisis
59884514,0,Paige Fischer
59891804,0,Planetary health diet
59896729,0,Michele Koppes
59936536,0,Energy Innovation and Carbon Dividend Act
59953747,0,2019 mass invasion of Russian polar bears
59961460,0,2018–2021 Southern African drought
60004018,0,People v. Exxon Mobil
60055946,0,Ende Gelände 2019
60056207,0,Earth Strike
60058160,0,Thwaites Ice Shelf
60067538,0,2019 United Nations Climate Change Conference
60067603,0,2021 United Nations Climate Change Conference
60073851,0,Anote's Ark
60154102,0,Liette Vasseur
60160417,0,Medieval Warm Period
60224917,0,Isra Hirsi
60227914,0,Atmosfair
60230980,0,Global Climate Strike
60234908,0,Luisa Neubauer
60234941,0,Anna Taylor (activist)
60236075,0,Jem Bendell
60243189,0,James Renwick (climate scientist)
60244458,0,Adélaïde Charlier
60262553,0,Extinction symbol
60293558,0,Melina Laboucan-Massimo
60298597,0,2019 Midwestern U.S. floods
60298863,0,FutureFeed
60308423,0,Sonika Manandhar
60351493,0,Global Energy Monitor
60380479,0,Eco-anxiety
60385871,0,Alejandra Melfo
60437798,0,Julia Steinberger
60452819,0,Tropical night
60456768,0,Climate change in Guatemala
60464959,0,Kill Climate Deniers
60480344,0,CO2balance
60513833,0,Climate change in Ohio
60516838,0,UN Decade on Ecosystem Restoration
60534009,0,Climate change in North Carolina
60557868,0,Climate Change and Air Management Coordination Board (Turkey)
60577291,0,Losing Earth
60577386,0,The Uninhabitable Earth (book)
60591130,0,Bronwyn Hayward
60618265,0,UK Student Climate Network
60623745,0,Hot potassium carbonate
60647905,0,Coral in non-tropical regions
60654851,0,The Doubt Machine: Inside the Koch Brothers' War on Climate Science
60656801,0,Alexandria Villaseñor
60660154,0,Climate change in Honduras
60660687,0,Dry Corridor
60682031,0,Global Assessment Report on Biodiversity and Ecosystem Services
60694464,0,Solarpunk
60737741,0,Karen Seto
60770828,0,Liz Chicaje
60779659,0,Climate emergency declaration
60790217,0,Ice on Fire (2019 film)
60815189,0,Climate change art
60815877,14,Category:Climate change in art
60823868,0,Wendy Bowman (activist)
60856555,0,Sreeraj Gopinathan
60863625,0,Climate change in New York (state)
60870179,0,Jamie Margolin
60870664,0,Lucy Gray (activist)
60898097,0,Geopolitics of the Arctic
60914548,0,Centralised generation
60915198,0,Compensatory Afforestation
60927959,0,Climate change in Nicaragua
60940753,0,Patrick V. Verkooijen
60945092,0,Ecosystem-based adaptation
60966706,0,Jalonne White-Newsome
60989642,0,"Summer Haven, Florida"
60992983,0,"Climate change in Washington, D.C."
61048078,0,List of school climate strikes
61091817,0,Infest the Rats' Nest
61098060,0,Environmental issues in Alberta
61114127,0,No One Is Too Small to Make a Difference
61126352,0,Flight shame
61129355,0,Joseph Kobla Wemakor
61154376,0,Akio Arakawa
61154599,0,Turkish Coal Operations Authority
61159333,0,Warming stripes
61164901,14,Category:Climate activists
61174599,0,Pascale Braconnot
61193760,0,2022 Brazilian general election
61209109,0,Zbigniew Kundzewicz
61213190,0,Climate change in New Jersey
61214419,0,List of coal-fired power stations in Vietnam
61214468,0,Climate Doctrine of the Russian Federation
61279987,0,Greenhouse Gas Pollution Pricing Act
61283218,0,California Climate Credit
61287548,0,Energy and Climate Intelligence Unit
61346572,0,Proforestation
61352874,0,2019 European heat waves
61355693,0,Okjökull
61357642,0,The 1975 (song)
61361348,0,Four Twenty Seven
61366668,0,Climate-smart agriculture
61385029,710,TimedText:The 1975 (2019 song).ogg.en.srt
61419055,14,Category:WikiProject Climate change participants
61443482,0,Climate spiral
61445002,4,Wikipedia:WikiProject Climate change/Showcase
61467830,0,Climate Change Response (Zero Carbon) Amendment Act
61468942,4,Wikipedia:WikiProject Climate change/Africa task force
61479650,0,Special Report on Climate Change and Land
61485317,14,Category:Climate change in Iraq
61503585,0,Greenhouse gas emissions from agriculture
61512844,10,Template:Global Warming and Climate Change Barnstar
61518962,14,Category:WikiProject Climate change articles
61530262,14,Category:Climate change articles by quality
61530279,14,Category:FA-Class Climate change articles
61530289,14,Category:FL-Class Climate change articles
61530294,14,Category:A-Class Climate change articles
61530296,14,Category:GA-Class Climate change articles
61530297,14,Category:B-Class Climate change articles
61530298,14,Category:C-Class Climate change articles
61530299,14,Category:Start-Class Climate change articles
61530300,14,Category:Stub-Class Climate change articles
61530301,14,Category:List-Class Climate change articles
61530304,14,Category:Climate change articles by importance
61530306,14,Category:Top-importance Climate change articles
61530308,14,Category:High-importance Climate change articles
61530309,14,Category:Mid-importance Climate change articles
61530312,14,Category:Low-importance Climate change articles
61538671,10,Template:WikiProject Climate change
61538691,14,Category:WikiProject Climate change
61549572,0,Climate change in the Marshall Islands
61551765,0,Osprey Orielle Lake
61553104,2,User:WP 1.0 bot/Tables/Project/Climate change
61555481,14,Category:NA-importance Climate change articles
61561399,14,Category:Unassessed Climate change articles
61561404,14,Category:NA-Class Climate change articles
61561414,14,Category:Unknown-importance Climate change articles
61566724,10,Template:WikiProject Climate change invite
61566735,14,Category:WikiProject Climate change templates
61576500,0,2019 Amazon rainforest wildfires
61595643,4,Wikipedia:WikiProject Climate change/Assessment
61595860,0,Sponge city
61605400,0,Natalya Gomez
61605406,0,Susan Subak
61606835,4,Wikipedia:Version 1.0 Editorial Team/Climate change articles by quality log
61611373,0,Caroline C. Ummenhofer
61612443,0,Ed Hawkins (climatologist)
61621079,0,Kristen DeAngelis
61628150,0,Susan G. Conard
61631732,0,Climatarian diet
61653275,0,Transatlantic Voyages of Greta Thunberg
61654907,14,Category:Works about trucks
61660533,0,2019 UN Climate Action Summit
61662810,0,Ecological grief
61677224,0,Thank You for the Rain
61710465,0,Quelccaya Ice Cap
61728486,0,Timeline of Extinction Rebellion actions
61728990,0,Climate apocalypse
61735706,4,Wikipedia:Version 1.0 Editorial Team/Climate change articles by quality statistics
61743730,0,Planet of the Humans
61746670,0,Gretchen Keppel-Aleks
61752151,0,Citizens Convention for Climate
61766941,14,Category:Regional effects of climate change
61777682,0,Shared Socioeconomic Pathways
61805383,0,Katherine Calvin
61834971,0,Edouard Bard
61849405,0,Denmark plants trees
61849574,0,Climate change in South Dakota
61855609,0,Sitio Pariahan
61866752,0,Ayakha Melithafa
61876075,0,Drawdown (book)
61876937,0,2040 (film)
61880639,0,Climate change in India
61881697,0,Special Report on the Ocean and Cryosphere in a Changing Climate
61886740,0,Greenhouse gas emissions by China
61899597,0,Xiye Bastida
61900702,14,Category:Climate communication
61908255,0,Marine heatwave
61925640,0,Climate change in the Gambia
61925651,0,Climate change in Liberia
61951697,0,Speeches of Greta Thunberg
61953482,10,Template:Climate-change-book-stub
61953658,10,Template:Climate-change-doc-film-stub
61953701,14,Category:Climate change stubs
61956101,0,Energy Transitions Commission
61956186,0,Consumer green energy program
61984515,0,Afşin-Elbistan C power station
62018156,0,Climate change mitigation framework
62058366,0,Food vs. feed
62072688,0,Huhana Smith
62075661,0,Licypriya Kangujam
62082478,0,Climate change and agriculture in the United States
62082657,0,Extinction Rebellion Youth
62087507,0,Oil and Gas Climate Initiative
62091839,0,Animal Rising
62148360,0,Joy Singarayer
62168377,0,Team Trees
62174952,0,Noga Levy-Rapoport
62193131,0,Greenhouse gas emissions by Russia
62208626,14,Category:Climate variability and change
62223644,0,Climate communication
62261157,0,Mithika Mwenda
62263830,0,Clean Air Zone
62270764,0,History of climate change policy and politics
62280269,0,Climeworks
62280873,0,Kathie Dello
62280924,0,Varshini Prakash
62282732,0,Carla Denyer
62297572,0,2019–20 Australian bushfire season
62311117,0,Carolyn Fischer
62335995,0,Twelve (company)
62350766,0,National Climate Change Secretariat
62387071,0,Don't Look Up
62394017,0,Rhiana Gunn-Wright
62403747,0,Masterplan Beira 2035
62405611,0,Soft climate change denial
62416143,14,Category:Climate change by country and region
62435035,0,Susana Mourato
62443842,0,List of natural gas power stations in the United Kingdom
62478194,0,Ende Gelände 2020
62494832,0,Afforestation in Scotland
62518694,14,Category:Last Glacial Period
62528684,0,Climate target
62534391,0,Sinking cities
62543365,0,Psychology of climate change denial
62566442,0,Debra Roberts
62573979,0,Panmao Zhai
62579499,0,Marine Cemetery
62590055,0,Global Climate Action (portal)
62612546,0,Helena Gualinga
62633194,0,Arshak Makichyan
62635933,0,Theresa Scavenius
62638231,0,State of the Netherlands v. Urgenda Foundation
62646965,0,Walloon platform for the IPCC
62655106,0,Eren Holding
62667973,0,Çelikler Holding
62668195,0,İÇDAŞ
62668337,0,Diler Holding
62683468,0,Paul Hardaker
62693289,0,European Green Deal
62697558,0,Sea Rotmann
62701622,0,Leah Stokes
62704175,0,Marshall L. Saunders
62723082,0,Cambridge Zero
62751872,0,National Recovery and Resilience Agency
62758261,0,12 Characters in Search of an Apocalypse: On the Road
62781964,0,Christine Nieves
62792260,0,Donald R. Ort
62813416,0,2020 California wildfires
62816644,0,Steam cracking
62823342,14,Category:Climate change adaptation
62845852,0,Climate Watch
62868662,14,Category:Climate change in Indonesia
62874557,0,Jennifer Wilcox
62877532,0,Farhana Yamin
62887050,0,Atmospheric super-rotation
62894376,0,Global stocktake
62894554,0,Enhanced Transparency Framework
62923450,0,Vanessa Nakate
62930564,0,Urgenda
62934782,0,India Climate Collaborative
62936595,0,Adenike Oladosu
62943310,0,Green hydrogen
62976513,118,Draft:Maria Horne
62978872,0,Climate Clock
62990566,0,Hourglass (newspaper)
63001271,0,Elizabeth Wathuti
63005158,0,Kirstin Dow
63007250,14,Category:Climate change skepticism
63009343,0,Jerome Foster II
63032156,0,Durwood Zaelke
63047803,0,Mobilize Earth
63061977,0,List of coal-fired power stations in the United States
63074081,0,Climate change in the Middle East and North Africa
63079075,0,Coastal GasLink Pipeline
63079510,0,Psychological impact of climate change
63087259,0,Northern European Enclosure Dam
63127659,0,Renewable energy transition
63156650,0,Kigali accord
63159628,0,Tom Rivett-Carnac
63194273,0,Southeast Kentucky floods of 2020
63197028,0,Naomi Seibt
63221967,0,Climate change and birds
63223600,0,Cloud seeding in the United Arab Emirates
63254215,0,Scottish National Investment Bank Act 2020
