pageid,ns,title
67159974,0,Emma Baker (clinical pharmacologist)
67164310,0,COVID-19 clusters in Australia
67171562,14,Category:Deaths from the COVID-19 pandemic in Austria
67179988,0,"The Health Protection (Coronavirus, Restrictions) (Steps) (England) Regulations 2021"
67180364,10,Template:COVID-19 pandemic data/Italy statistics charts
67183774,0,VBI Vaccines
67184914,0,Abdala (vaccine)
67186112,0,Wayne Kent Taylor
67188057,0,ImmunityBio COVID-19 vaccine
67189291,0,SCB-2019
67189403,0,QazCovid-in
67189454,14,Category:Deaths from the COVID-19 pandemic in Slovakia
67189736,0,VBI-2902
67195612,10,Template:Wikibreak COVID vaccine
67202046,0,Smell training
67204746,0,Baltic Bubble
67206066,0,Development of COVID-19 tests
67209684,0,Medical Racism: The New Apartheid
67217916,0,2021 Mumbai hospital fire
67221699,0,Vacunagate
67225630,0,COVID-19 vaccination in Bhutan
67228596,10,Template:COVID-19 pandemic data/Mongolia new cases chart
67231916,0,Sanofi–GSK COVID-19 vaccine
67242622,0,COVID-19 vaccination in Hungary
67242903,14,Category:Deaths from the COVID-19 pandemic in Norway
67243245,0,Ghana COVID-19 National Trust Fund
67257205,0,Embolic and thrombotic events after COVID-19 vaccination
67258245,0,Impact of the COVID-19 pandemic on combat sports
67259438,0,Stop Asian Hate
67268476,0,Nanocovax
67268564,0,COVID-19 vaccination in Vietnam
67269270,0,GRAd-COV2
67269356,0,Covivac (Vietnam COVID-19 vaccine)
67269471,0,Timeline of the COVID-19 pandemic in April 2021
67269840,0,INCOVACC
67270412,0,BriLife
67273009,14,Category:Deaths from the COVID-19 pandemic in Guinea-Bissau
67276075,0,Sinopharm WIBP COVID-19 vaccine
67276824,0,MVC COVID-19 vaccine
67276945,0,UB-612
67277423,0,Sanofi–Translate Bio COVID-19 vaccine
67278542,0,Viral vector vaccine
67278807,0,Chinese Academy of Medical Sciences COVID-19 vaccine
67278940,0,AG0302-COVID‑19
67281144,0,Marea (We've Lost Dancing)
67282250,0,Ana Lucía de la Garza Barroso
67282435,0,COVID-19 vaccination in Mexico
67285657,0,Dorothy Gwajima
67286060,0,Minhai COVID-19 vaccine
67286224,0,West China Hospital COVID-19 vaccine
67286318,0,Walvax COVID-19 vaccine
67286405,0,Corbevax
67288169,0,DelNS1-2019-nCoV-RBD-OPT
67288474,0,Vabiotech COVID-19 vaccine
67293851,0,COVID-19 passports in the United Kingdom
67294209,0,Turkovac
67294290,0,HGC019
67294918,0,COVID-19 denialism
67307963,0,COVID-19 pandemic cases in April 2021
67309091,0,Future Fund (United Kingdom)
67315664,10,Template:User COVID-19 vaccine
67317241,0,Michael Ballweg
67322960,0,Nita Patel
67324245,0,NDV-HXP-S
67324993,14,Category:COVID-19 vaccination charts
67331072,0,Wells-Riley model
67338066,10,Template:COVID-19 vaccine production by country
67345637,0,Statistics of the COVID-19 pandemic in Peru
67345750,0,Software for COVID-19 pandemic mitigation
67349594,0,COVID-19 vaccination in Croatia
67357092,0,COVID-19 timeline by country in Africa
67358038,14,Category:Impact of the COVID-19 pandemic on education
67358185,14,Category:Economic responses to the COVID-19 pandemic
67358713,10,Template:COVID-19 pandemic data/Mongolia vaccines chart
67361814,0,Death of Susan Moore
67361886,0,Zoom town
67362388,0,SARS-CoV-2 Iota variant
67366388,0,California government response to the COVID-19 pandemic
67371669,0,COVID-19 vaccination in Greece
67373383,0,Mauro Viale
67374343,0,Timeline of the COVID-19 pandemic in Maryland
67375695,10,Template:COVID-19 pandemic data/Mongolia new deaths chart
67380531,0,National Covid Memorial Wall
67381531,0,COVID-19 breakthrough infection
67384890,10,Template:Approval and deployment of COVID-19 vaccines in Canada
67388406,10,Template:COVID-19 pandemic data/Mongolia new tests chart
67390941,10,Template:COVID-19 pandemic data/Zimbabwe medical cases
67392338,10,Template:COVID-19 pandemic data/Turkey daily vaccination chart
67392349,10,Template:COVID-19 pandemic data/Turkey daily confirmed COVID-19 death chart
67392389,10,Template:COVID-19 pandemic data/Turkey daily confirmed COVID-19 case chart
67396123,0,Rosine Mbakam
67410167,0,Zhongyianke Biotech–Liaoning Maokangyuan Biotech COVID-19 vaccine
67412637,14,Category:Deaths from the COVID-19 pandemic in Andorra
67424345,0,COVID-19 vaccination in Quebec
67427795,0,EuCorVac-19
67427983,0,Norwegian Covid-19 Commission
67428812,118,Draft:Chennai Interventional Pulmonology and Critical Care Associates
67442720,10,Template:Vietnam COVID-19 vaccination charts
67442846,0,Restaurant Revitalization Fund
67443988,0,Impact of the COVID-19 pandemic on suicide rates
67445633,0,SARS-CoV-2 Delta variant
67448727,118,Draft:Eastern Kenya Key Populations & LGBTIQ Movement
67453426,0,Antivirals Taskforce (UK)
67464954,0,Ioana Mihăilă
67465951,0,Racial disparities in the COVID-19 pandemic in the United States
67466571,0,V-01
67466645,0,Razi Cov Pars
67467304,0,GX-19
67469455,0,Hans Kristian Gaarder
67478711,0,Virar hospital fire
67479301,0,Contingencies Fund Act 2021
67485313,0,COVID-19 vaccination in South Korea
67487393,0,COVID-19 vaccination in Indonesia
67493273,0,COVID-19 Contact-Confirming Application
67493507,0,COVID-19 vaccination in Argentina
67494174,0,2021 Baghdad hospital fire
67494802,0,LeaveHomeSafe
67500634,0,COVID-19 vaccination in Nigeria
67500655,0,Impact of the COVID-19 pandemic on education in the United States
67508602,0,Let the bodies pile high
67513717,0,Michael Yeadon
67521166,0,Bangavax
67521729,0,Nirmatrelvir
67525144,0,Vaccine Hunters Canada
67531743,14,Category:Deaths from the COVID-19 pandemic in Cambodia
67532510,0,Centner Academy
67533912,0,UK Covid-19 Inquiry
67539227,0,COVID-19 vaccination in Bangladesh
67543997,0,MRNA-1283
67546313,0,Timeline of the COVID-19 pandemic in May 2021
67546334,0,Responses to the COVID-19 pandemic in May 2021
67547597,0,Bharuch hospital fire
67549974,0,Covid-19 Bereaved Families for Justice
67551548,0,2021 Colombian protests
67552323,0,Social impact of the COVID-19 pandemic in Malaysia
67552614,0,Economic impact of the COVID-19 pandemic in Malaysia
67553427,14,Category:COVID-19 misinformation
67553538,0,SARS-CoV-2 Theta variant
67555679,0,COVID-19 pandemic cases in May 2021
67562249,0,Izkia Siches
67564318,0,Sinopharm COVID-19 vaccine
67567514,0,Timeline of the COVID-19 pandemic in India (2021)
67576416,0,Community pantries in the Philippines
67587840,0,COVID-19 CPI
67588426,0,Alliance International University
67594746,0,Sputnik Light
67622130,6,File:COVAXIN Logo.svg
67624853,0,2021 State Opening of Parliament
67630896,0,COVID-19 vaccination in Germany
67631343,0,COVID-19 vaccination in Norway
67631900,0,COVID-19 vaccination in Kazakhstan
67637067,14,Category:Deaths from the COVID-19 pandemic in Yemen
67645512,0,COVID-19 vaccination in Singapore
67648127,0,Charity Dean
67657719,0,SafeEntry
67660142,0,United States responses to the COVID-19 pandemic
67660168,0,United States responses to the COVID-19 pandemic (disambiguation)
67664332,14,Category:Deaths from the COVID-19 pandemic in Nicaragua
67667306,0,Texas government response to the COVID-19 pandemic
67675668,0,CoviVac (disambiguation)
67677340,0,COVID-Crypto Relief Fund
67679389,0,"The Health Protection (Coronavirus, International Travel and Operator Liability) (England) Regulations 2021"
67686502,0,INSACOG
67701896,0,Timeline of the COVID-19 pandemic in Trinidad and Tobago
67703466,0,National Expert Group on Vaccine Administration for COVID-19
67705650,0,COVID-19 pandemic in Normandy
67706045,14,Category:COVID-19 pandemic in Normandy
67708405,0,COVID-19 rapid antigen test
67720291,10,Template:COVID-19 pandemic data/Suriname medical cases chart
67722763,0,COVID-19 pandemic in the British Indian Ocean Territory
67731326,0,Sotrovimab
67731468,0,Hold Still: A Portrait of Our Nation in 2020
67732188,0,Chris Sky
67733017,0,Rizuan Abdul Hamid
67745493,0,List of athletes not attending the 2020 Summer Olympics due to COVID-19 concerns
67746328,0,DRASTIC
67748083,10,Template:COVID-19 pandemic in Vietnam
67750424,0,Operation Gloria
67757201,0,COVID-19 vaccination in Japan
67759831,0,Anti-mask sentiment
67761664,0,EveryDoctor
67769810,0,COVID-19 vaccination in Brazil
67777972,0,Undercounting of cases and deaths during the COVID-19 pandemic in India
67788175,0,COVID-19 vaccination in Nepal
67802238,0,COVID-19 vaccination in Iceland
67802462,0,Undercounting of COVID-19 pandemic deaths by country
67815910,0,MySejahtera
67816983,14,Category:COVID-19 vaccination by continent
67817012,14,Category:COVID-19 vaccination in Africa
67817116,14,Category:Deployment of COVID-19 vaccines
67818951,0,Responses to the COVID-19 pandemic in June 2021
67819008,0,Timeline of the COVID-19 pandemic in July 2021
67819031,0,Responses to the COVID-19 pandemic in July 2021
67828251,0,COVID-19 vaccination in Sri Lanka
67837282,0,Hsing Yin Shean
67848628,0,COVID-19 vaccine card
67857415,0,Institut Pasteur du Cambodge
67867635,0,SARS-CoV-2 Kappa variant
67872083,0,COVID-19 vaccination in Taiwan
67879602,0,Sacha Stone
67883317,0,COVID-19 pandemic cases in June 2021
67891964,0,Respirator diplomacy of Taiwan
67894241,0,COVI-VAC (U.S. COVID-19 vaccine)
67907500,14,Category:Deaths from the COVID-19 pandemic in Haiti
67910848,0,Exercise Alice
67912295,0,V Day (film)
67920418,0,COVID-19 vaccination in Spain
67927139,14,Category:Deaths from the COVID-19 pandemic in Madagascar
67929472,0,SARS-CoV-2 lineage B.1.617
67932079,0,China COVID-19 cover-up allegations
67944185,14,Category:Coronavirus-associated diseases
67950242,0,Crystal Party
67951357,0,FAKHRAVAC
67967123,0,COVID-19 vaccination in Burundi
67967128,0,COVID-19 vaccination in Cameroon
67967139,0,COVID-19 vaccination in Chad
67967179,0,COVID-19 vaccination in Djibouti
67967182,0,COVID-19 vaccination in Egypt
67967188,0,COVID-19 vaccination in Equatorial Guinea
67967191,0,COVID-19 vaccination in Eritrea
67967195,0,COVID-19 vaccination in Eswatini
67973212,14,Category:Deaths from the COVID-19 pandemic in Taiwan
67973991,0,SARS-CoV-2 Lambda variant
67974327,0,COVID-19 pandemic in New South Wales
67974710,0,COVID-19 pandemic in Victoria
67974800,0,COVID-19 pandemic in Queensland
67974878,0,COVID-19 pandemic in Western Australia
67974926,0,COVID-19 pandemic in South Australia
67974981,0,COVID-19 pandemic in the Australian Capital Territory
67975041,0,COVID-19 pandemic in the Northern Territory
67975064,0,COVID-19 pandemic in Tasmania
67980921,0,Alina Chan
67982878,0,COVID-19 vaccination in the Central African Republic
67982885,0,COVID-19 vaccination in the Comoros
67982893,0,COVID-19 vaccination in the Democratic Republic of the Congo
67983074,0,TRIPS Agreement waiver
67989480,10,Template:COVID-19 pandemic in Australia
67999171,0,COVID-19 vaccination in Haiti
68004457,0,Merafloxacin
68006909,10,Template:COVID-19 vaccines
68007199,0,Alex Hesegem
68007736,0,Aid and relief efforts during the COVID-19 pandemic in Malaysia
68017962,0,COVID-19 vaccination in mainland China
68018512,10,Template:COVID-19 pandemic data/French Guiana medical cases chart
68018701,10,Template:COVID-19 pandemic data/Réunion medical cases chart
68019929,10,Template:COVID-19 pandemic data/Falkland Islands medical cases chart
68021164,0,Impact of the COVID-19 pandemic on politics in Malaysia
68022320,0,Issues related to the COVID-19 pandemic in Malaysia
68023768,0,Delta plus
68025447,0,SARS-CoV-2 Delta plus variant
68026027,0,Sporadic disease
68028128,14,Category:Vietnamese COVID-19 vaccines
68032034,0,New York state government response to the COVID-19 pandemic
68035146,0,COVID-19 vaccination in Thailand
68036230,0,American Mask Manufacturers Association
68039895,0,COVID-19 vaccination in Fiji
68046233,10,Template:COVID-19 AE
68047602,0,2022 French Open
68050049,14,Category:Responses to the COVID-19 pandemic in 2020
68050055,14,Category:Timelines of the COVID-19 pandemic in 2020
68050082,14,Category:Timelines of the COVID-19 pandemic in 2021
68050084,14,Category:Responses to the COVID-19 pandemic in 2021
68051845,10,Template:Variants of SARS-CoV-2
68051984,0,SARS-CoV-2 Epsilon variant
68052017,0,SARS-CoV-2 Zeta variant
68052038,0,SARS-CoV-2 Eta variant
68059080,10,Template:COVID-19 vaccines/doc
68064325,0,Coronavirus envelope protein
68068947,0,Great Resignation
68072025,0,Nachman Ash
68089218,0,Timeline of the COVID-19 pandemic in the Republic of Ireland (July–December 2021)
68103267,0,COVID-19 vaccination in Turkey
68104658,0,Community Activities Restrictions Enforcement
68106596,0,Timeline of the COVID-19 pandemic in the United Kingdom (July–December 2021)
68112097,0,Coronavirus membrane protein
68114143,0,Wubble (WNBA 2020 season)
68135256,0,CoWIN
68139632,10,Template:South Korea COVID-19 vaccination charts
68141295,0,COVID-19 vaccination in Denmark
68150377,14,Category:Deaths from the COVID-19 pandemic in Ethiopia
68151889,0,Coronavirus nucleocapsid protein
68162842,0,EU Digital COVID Certificate
68174706,0,Yasmeen Abutaleb
68179014,0,Peter A. McCullough
68188117,0,Covaxgate
68200737,14,Category:Social impact of the COVID-19 pandemic
68201756,14,Category:Social impact of the COVID-19 pandemic by country
68202451,0,Timeline of the COVID-19 pandemic in Fiji
68210635,0,Essential Workers Monument
68213263,0,COVID-19 vaccine blood clots
68217370,0,2021 Malaysian state of emergency
68219221,14,Category:Impact of the COVID-19 pandemic on the LGBT community
68219823,14,Category:Deaths from the COVID-19 pandemic in Burundi
68221196,0,COVID-19 vaccination in Ukraine
68225887,0,Nasiriyah hospital fire
68228596,0,Adam Russell Taylor
68231129,14,Category:COVID-19 pandemic monuments and memorials
68245434,0,Jerome Kim
68246876,0,COVID-19 vaccination in Portugal
68246904,0,COVID-19 vaccination in Iran
68247113,0,COVID-19 vaccination in Bosnia and Herzegovina
68247239,0,COVID-19 vaccination in Gibraltar
68247248,0,COVID-19 vaccination in Andorra
68247253,0,COVID-19 vaccination in Antigua and Barbuda
68247254,0,COVID-19 vaccination in Samoa
68247263,0,COVID-19 pandemic in Faroe Islands
68247264,0,COVID-19 vaccination in Faroe Islands
68247268,0,COVID-19 vaccination in Saint Lucia
68247270,0,COVID-19 vaccination in Papua New Guinea
68247275,0,COVID-19 vaccination in Greenland
68247279,0,COVID-19 vaccination in Turks and Caicos Islands
68247280,0,COVID-19 vaccination in San Marino
68247281,0,COVID-19 vaccination in Saint Kitts and Nevis
68247284,0,COVID-19 vaccination in Turkmenistan
68247286,0,COVID-19 vaccination in Sint Maarten
68247287,0,COVID-19 vaccination in Dominica
68247289,0,COVID-19 vaccination in Monaco
68247290,0,COVID-19 vaccination in Liechtenstein
68247293,0,COVID-19 vaccination in Grenada
68247298,0,COVID-19 vaccination in Tonga
68247305,0,COVID-19 vaccination in Solomon Islands
68247306,0,COVID-19 vaccination in Saint Vincent and the Grenadines
68247307,0,COVID-19 vaccination in British Virgin Islands
68247308,0,COVID-19 vaccination in Cook Islands
68247311,0,COVID-19 vaccination in Anguilla
68247314,0,COVID-19 vaccination in Vanuatu
68247322,0,COVID-19 vaccination in Nauru
68247323,0,COVID-19 vaccination in Wallis and Futuna
68247325,0,"COVID-19 vaccination in Saint Helena, Ascension and Tristan da Cunha"
68247328,0,COVID-19 vaccination in Caribbean Netherlands
68247329,0,COVID-19 pandemic in Caribbean Netherlands
68247332,0,COVID-19 vaccination in Tuvalu
68247335,0,COVID-19 vaccination in Falkland Islands
68247338,0,COVID-19 vaccination in Montserrat
68247340,0,COVID-19 vaccination in Niue
68247342,0,COVID-19 vaccination in Pitcairn
68247346,0,COVID-19 vaccination in Western Sahara
68247347,0,COVID-19 vaccination in Réunion
68247348,0,COVID-19 vaccination in Federated States of Micronesia
68247351,0,COVID-19 vaccination in Marshall Islands
68247352,0,COVID-19 vaccination in Palau
68247361,0,COVID-19 vaccination in Holy See
68247367,0,COVID-19 vaccination in Saint Martin
68247377,0,COVID-19 vaccination in Christmas Island
68247378,0,COVID-19 vaccination in Northern Mariana Islands
68247382,0,COVID-19 vaccination in Guadeloupe
68247385,0,COVID-19 vaccination in United States Virgin Islands
68247390,0,COVID-19 vaccination in Tokelau
68247393,0,COVID-19 vaccination in American Samoa
68247398,0,COVID-19 vaccination in Cocos (Keeling) Islands
68247400,0,COVID-19 vaccination in Åland Islands
68247410,0,COVID-19 vaccination in South Georgia and the South Sandwich Islands
68247412,0,COVID-19 vaccination in Mayotte
68247416,0,COVID-19 vaccination in Kiribati
68247424,0,COVID-19 vaccination in Martinique
68247429,0,COVID-19 vaccination in Saint Barthélemy
68247445,0,COVID-19 vaccination in Guam
68247449,0,COVID-19 vaccination in Saint Pierre and Miquelon
68247481,0,COVID-19 vaccination in French Southern Territories
68247488,0,COVID-19 vaccination in British Indian Ocean Territory
68247492,0,COVID-19 vaccination in French Guiana
68247500,0,COVID-19 vaccination in Svalbard and Jan Mayen
68247505,0,COVID-19 vaccination in Antarctica
68247509,0,COVID-19 vaccination in Puerto Rico
68247511,0,COVID-19 vaccination in Norfolk Island
68247521,0,COVID-19 vaccination in North Korea
68247789,0,"COVID-19 vaccination in St. Helena, Ascension, Tristan"
68247795,0,COVID-19 vaccination in South Georgia & S. Sandwich Isl.
68253027,0,2021 Frito-Lay strike
68257987,0,Scientific Advisory Group for Origins of Novel Pathogens
68269743,0,Zinaida Korneva
68279843,14,Category:Deaths from the COVID-19 pandemic in Myanmar
68279858,14,Category:COVID-19 pandemic in Chad
68280284,0,Michael Worobey
68284549,14,Category:COVID-19 pandemic in the Central African Republic
68284591,14,Category:COVID-19 pandemic in the Comoros
68284610,14,Category:COVID-19 pandemic in Djibouti
68291387,0,COVID-19 cases at the 2020 Summer Olympics and 2020 Summer Paralympics
68296474,0,COVID-19 vaccination in the United Arab Emirates
68296508,14,Category:COVID-19 pandemic in Tibet templates
68310547,14,Category:Deaths from the COVID-19 pandemic in Fiji
68311283,14,Category:Deaths from the COVID-19 pandemic in Kazakhstan
68312919,14,Category:Deaths from the COVID-19 pandemic in Suriname
68315181,0,Timeline of the COVID-19 pandemic in August 2021
68316085,0,Responses to the COVID-19 pandemic in August 2021
68328619,14,Category:Iranian COVID-19 vaccines
68330151,0,How to Stay at Home
68331488,14,Category:Chinese COVID-19 vaccines
68331546,14,Category:Russian COVID-19 vaccines
68331650,14,Category:Indian COVID-19 vaccines
68331694,14,Category:American COVID-19 vaccines
68334201,14,Category:Canadian COVID-19 vaccines
68334323,14,Category:South Korean COVID-19 vaccines
68334351,14,Category:Cuban COVID-19 vaccines
68334360,14,Category:Taiwanese COVID-19 vaccines
68340188,14,Category:Italian COVID-19 vaccines
68340197,14,Category:Kazakh COVID-19 vaccines
68340374,14,Category:Japanese COVID-19 vaccines
68340387,14,Category:Turkish COVID-19 vaccines
68340398,14,Category:Australian COVID-19 vaccines
68340429,0,COVAX-19
68341990,0,Skycovione
68347968,0,Erin Elizabeth
68350049,14,Category:British COVID-19 vaccines
68350085,14,Category:German COVID-19 vaccines
68350144,14,Category:Bangladeshi COVID-19 vaccines
68350152,14,Category:Israeli COVID-19 vaccines
68356448,0,Robert W. Malone
68367256,0,Timeline of the COVID-19 pandemic in September 2021
68367699,0,Impact of the COVID-19 pandemic on Hispanic and Latino communities
68367706,0,Impact of the COVID-19 pandemic on Romani communities
68368845,0,Kevin Jenkins
68384266,10,Template:COVID-19 treatments (current consensus)
68386686,0,Hushang Harirchiyan
68387411,0,Responses to the COVID-19 pandemic in September 2021
68389568,0,Love is not tourism
68391132,0,ARCT-154
68391701,0,Arcturus COVID-19 vaccine
68396319,0,2021 Minas Gerais prostitute strike
68411950,0,Nepal variant
68424998,0,Coronavirus spike protein
68425732,14,Category:Singaporean COVID-19 vaccines
68437626,0,Volodymyr Cherniak
68441780,0,Seegene
68453332,0,Till We Win
68457550,0,COVID-19 misinformation in the Philippines
68462709,0,Fazze
68472383,0,TousAntiCovid
68473061,0,Timeline of the COVID-19 pandemic in Australia (2020)
68473088,0,Timeline of the COVID-19 pandemic in Australia (January–June 2021)
68475513,0,StaySafe.ph
68476410,0,SafePass
68476633,0,"Safe, Swift and Smart Passage"
68486671,0,Timeline of the COVID-19 pandemic in Australia (July–December 2021)
68486812,0,Timeline of the COVID-19 pandemic in the Philippines (2021)
68486985,0,Timeline of the COVID-19 pandemic in New Zealand (July–December 2020)
68487014,0,Timeline of the COVID-19 pandemic in New Zealand (2020)
68487188,0,Timeline of the COVID-19 pandemic in New Zealand (July–December 2021)
68487201,0,Timeline of the COVID-19 pandemic in New Zealand (2021)
68487503,0,Timeline of the COVID-19 pandemic in Russia (July–December 2020)
68488801,0,Gulsaira Momunova
68493012,0,Ali S. Raja
68493041,14,Category:COVID-19 vaccine stubs
68493044,10,Template:COVID19-vaccine-stub
68493589,0,Timeline of the COVID-19 pandemic in Singapore (2021)
68495982,0,LZTFL1
68504378,0,IVX-411
68505120,0,Fractional dose vaccination
68525188,0,Ronapreve
68525295,0,Tixagevimab/cilgavimab
68526259,0,Virtual audience
68527612,6,File:ZyCoV-D Logo.svg
68532309,0,AdCLD-CoV19
68532874,0,The Class of COVID-19
68534951,0,Manila COVID-19 Field Hospital
68538584,0,2021 Nabisco strike
68543614,0,Passenger locator form
68549835,0,List of athletes not attending the 2020 Summer Paralympics due to COVID-19 concerns
68552534,0,PeduliLindungi
68553796,0,Genetic vaccine
68555706,14,Category:Cultural responses to the COVID-19 pandemic
68557299,0,COVID-19 protests in Australia
68583282,14,Category:Deaths from the COVID-19 pandemic in Angola
68585888,0,OCTA Research
68587138,0,COVID-19 vaccine hesitancy in the United States
68588825,0,COVID-19 eviction moratoriums in the United States
68597435,0,COVID-19 vaccine clinical research
68602463,0,Statistics of the COVID-19 pandemic in Serbia
68602473,0,Noora (vaccine)
68602519,0,202-CoV
68613868,0,Statistics of the COVID-19 pandemic in Chile
68619542,0,SARS-CoV-2 Mu variant
68621774,0,Timeline of the COVID-19 pandemic in October 2021
68621787,0,Responses to the COVID-19 pandemic in October 2021
68627816,0,Timeline of the COVID-19 pandemic in November 2021
68628052,0,Responses to the COVID-19 pandemic in November 2021
68628058,0,Responses to the COVID-19 pandemic in December 2021
68653419,0,Timeline of the COVID-19 pandemic in Indonesia (2021)
68658136,0,Timeline of the COVID-19 pandemic in Indonesia (2020)
68659144,0,Israel Shield
68667426,0,GACH
68671305,0,Front Line COVID-19 Critical Care Alliance
68672566,0,Ronni Gamzu
68673566,0,ORF3c
68677280,0,Soberana Plus
68678544,0,Timeline of the COVID-19 pandemic in Nevada
68681143,0,ORF3a
68689666,0,Timeline of the COVID-19 pandemic in Alberta
68690905,0,Pasteurcovac
68698320,10,Template:User Comirnaty vaccine
68698344,10,Template:User Vaxzevria vaccine
68699425,0,World Doctors Alliance
68699829,0,Health and Social Care Levy
68704165,0,2021 hospital crisis in the U.S. from COVID-19
68714331,0,COVID-19 vaccine misinformation and hesitancy
68717183,0,Statistics of the COVID-19 pandemic in Pakistan
68718219,0,Gurbanmuhammet Kasymow
68718224,14,Category:Deaths from the COVID-19 pandemic in Turkmenistan
68718232,14,Category:COVID-19 pandemic in Turkmenistan
68722797,0,Covid mu
68726640,0,2021 Allegheny Technologies strike
68728560,0,Ahmed Al-Harrasi
68729083,0,Lineage AY.1
68739175,0,COVID-19 vaccination mandates in the United States
68743053,0,Health Emergency Preparedness and Response Authority
68743287,14,Category:Strikes during the COVID-19 pandemic in the United States
68743821,0,ORF7b
68746917,0,Sterling Maddox
68749580,0,Agatha Jassem
68750333,0,Vaccine passports during the COVID-19 pandemic
68750860,0,COVID-19 pandemic in Svalbard
68762258,0,ORF8
68772503,0,William C. Gruber
68788193,0,Timeline of the COVID-19 pandemic in New York City
68788239,14,Category:National responses to the COVID-19 pandemic by country
68788583,0,United Kingdom responses to the COVID-19 pandemic
68788610,14,Category:United Kingdom responses to the COVID-19 pandemic
68788790,14,Category:COVID-19 vaccination in the United States
68794351,14,Category:Impact of the COVID-19 pandemic in Russia
68794904,14,Category:COVID-19 vaccine templates
68797355,0,2021 Idar-Oberstein shooting
68806173,10,Template:COVID-19 pandemic in Russia/Cumulative and daily charts
68816359,0,ORF6
68817020,10,Template:COVID-19 vaccine efficacy
68817202,10,Template:COVID-19 vaccine effectiveness
68818493,0,RNA vaccine
68825861,0,ORF9b
68831187,0,Peter Brancazio
68831719,0,German government response to the COVID-19 pandemic
68832274,0,Nigerian government response to the COVID-19 pandemic
68833019,0,Vietnamese government response to the COVID-19 pandemic
68833081,14,Category:COVID-19 misinformation by country
68833933,14,Category:Deaths from the COVID-19 pandemic in Vietnam
68838989,0,Joe McCarron
68841591,14,Category:COVID-19 pandemic in the United States in popular culture
68842953,0,COVID-19 protests in Israel
68848223,0,Failures of State
68858197,0,2021 Virginia Volvo Trucks strike
68866282,0,COVID-19 Vaccination Plan Task Force (Portugal)
68881413,14,Category:Impact of the COVID-19 pandemic on sports by country
68881494,14,Category:Economic impact of the COVID-19 pandemic by country
68881790,14,Category:Economic impact of the COVID-19 pandemic in the Republic of Ireland
68881941,14,Category:Economic impact of the COVID-19 pandemic in the United States
68882026,14,Category:Impact of the COVID-19 pandemic on politics by country
68882100,14,Category:Impact of the COVID-19 pandemic by industry
68882226,14,Category:Impact of the COVID-19 pandemic on education by country
68882358,14,Category:Impact of the COVID-19 pandemic on sports by type
68884300,14,Category:Social impact of the COVID-19 pandemic in the United States
68896635,0,Impact of the COVID-19 pandemic on female education
68901611,0,William Izarra
68907373,0,Impact of the COVID-19 pandemic on the telehealth industry
68911853,0,Debra Houry
68918286,14,Category:COVID-19 pandemic in East Timor templates
68921497,0,Medigen Vaccine Biologics Corporation
68926308,0,Parliamentary Under-Secretary of State for Primary Care and Public Health
68926787,0,Cocooned
68959139,14,Category:Deaths from the COVID-19 pandemic in Oklahoma
68971082,0,New Zealand Microbiology Network
68971424,6,File:Logo of CoWIN.svg
68972513,0,History of the COVID-19 pandemic in the United Kingdom
68987850,0,World's longest domestic flight
68989217,0,Xiangguo Qiu
68991388,0,Assessment on COVID-19 Origins
68997378,14,Category:Automatically updated COVID-19 pandemic templates
69018569,118,Draft:Rahul Anil Pandit
69019914,0,2021 John Deere strike
69036214,0,Striketober
69045728,0,2021–2023 global supply chain crisis
69049737,0,2021 Heaven Hill strike
69054294,0,Independent Panel for Pandemic Preparedness and Response
69084591,0,Biden administration COVID-19 action plan
69091578,0,Freedom List (Denmark)
69105218,10,Template:User Sputnik V vaccine
69105239,10,Template:User Sinopharm vaccine
69105463,10,Template:User Spikevax vaccine
69106571,10,Template:User Janssen vaccine
69106649,6,File:Canadian COVID-19 proof of vaccination.jpg
69106686,14,Category:Deaths from the COVID-19 pandemic in El Salvador
69107964,10,Template:User Covaxin vaccine
69108048,10,Template:User Convidecia vaccine
69108081,10,Template:User CoronaVac vaccine
69108122,10,Template:User EpiVacCorona vaccine
69108173,10,Template:User COVIran Barekat vaccine
69119551,0,Amazon Labor Union
69124815,0,Ian Town
69124940,0,Tom Inglesby
69133492,0,South Park: Post Covid
69141837,0,WHO-convened Global Study of Origins of SARS-CoV-2
69141848,0,Joint WHO-China Study
69142166,0,Vin Gupta (pulmonologist)
69150068,0,Vaccine equity
69161023,0,Lancet letter (COVID-19)
69171533,0,COVID Moonshot
69171939,10,Template:TopicTOC-Covid19UK
69180810,0,Melissa J. Moore
69186755,0,Sanjeev Krishna
69208376,0,COVID-19 commissions
69234609,0,ORF9c
69242449,0,ORF10
69243899,0,Stay Homas
69244357,0,Commercial Rents (Coronavirus) Bill
69258968,0,Moms for Liberty
69270776,14,Category:Albums impacted by the COVID-19 pandemic
69274375,0,ORF1ab
69278805,0,White Rose (disinformation group)
69280810,0,Infectious Disease Act
69300618,0,My Vaccine Pass
69305320,10,Template:User Comirnaty vaccine booster
69305326,10,Template:User Spikevax vaccine booster
69313503,0,John Campbell (YouTuber)
69325946,0,November 2021 riots in the Netherlands
69335647,0,Steven J. Hoffman
69356074,10,Template:COVID-19 pandemic data/Argentina medical cases in 2020
69359764,0,İmran Kılıç
69362812,0,B.1.1.529 variant
69363137,0,B.1.1.529
69363482,0,SARS-CoV-2 Omicron variant
69363485,0,Lineage B.1.1.529
